,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Zip Code,Latitude,Longitude,Population,Churn,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Referred a Friend_No,Referred a Friend_Yes,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Under 30_No,Under 30_Yes,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes
3342,4,64,6.59,20,76.1,4818.8,0.0,964.0,421.76,1,47,0,95444,38.434362,-122.86891,390,0,4222,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
3343,3,62,40.66,21,115.55,7159.05,0.0,1503.0,2520.92,1,56,3,95446,38.52576,-123.013347,4913,0,6349,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1
3344,5,63,28.92,0,24.65,1574.5,0.0,0.0,1821.96,1,23,2,95448,38.618347,-122.908422,17979,0,4392,1,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1
3345,0,53,0.0,25,53.6,2879.2,0.0,720.0,0.0,0,34,0,95449,38.93706,-123.118111,1373,0,5183,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3346,10,5,8.04,0,19.45,86.05,0.0,0.0,40.2,1,20,1,95450,38.505995,-123.187019,438,0,4573,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
3347,4,62,28.64,52,101.15,6638.35,0.0,345.19,1775.68,0,32,3,95452,38.419525,-122.521585,1653,0,5735,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
3348,5,55,2.36,69,56.8,3112.05,0.0,2147.0,129.8,0,28,0,95453,39.080469,-122.955176,11180,0,4702,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
3349,6,72,22.05,0,20.1,1326.25,0.0,0.0,1587.6,0,25,2,95456,39.245911,-123.77214,882,0,4603,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
3350,7,36,0.0,24,60.7,2234.55,0.0,536.0,0.0,1,59,0,95457,38.925545,-122.549083,2644,0,3671,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
3351,3,25,25.08,0,20.95,495.15,0.0,0.0,627.0,1,47,0,95458,39.141934,-122.770679,3002,0,5682,2,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
3352,0,36,49.85,0,19.25,679.8,0.0,0.0,1794.6,0,44,0,95460,39.305545,-123.743697,2229,0,4904,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3353,0,1,42.19,29,62.8,62.8,0.0,0.0,42.19,1,55,0,95461,38.787446,-122.58675,7789,0,2438,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3354,0,72,21.96,59,105.5,7544.0,0.0,445.1,1581.12,0,25,0,95462,38.471049,-123.015549,1537,0,5551,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0
3355,2,59,41.19,0,19.85,1188.25,0.0,0.0,2430.21,1,50,1,95463,39.182916,-123.552571,148,0,6144,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1
3356,0,1,36.05,30,74.1,74.1,0.0,0.0,36.05,0,54,0,95465,38.415003,-122.998726,1880,0,2900,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3357,9,30,24.56,18,107.5,3242.5,0.0,0.0,736.8,0,62,2,95466,39.094102,-123.500853,1113,0,3094,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1
3358,0,64,38.96,0,19.55,1240.15,0.0,0.0,2493.44,1,42,0,95468,38.911299,-123.609588,1352,0,6036,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3359,0,63,38.37,59,68.8,4111.35,0.0,0.0,2417.31,1,20,0,95469,39.408634,-123.045516,1884,0,5082,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
3360,0,62,6.05,22,84.5,5193.2,0.0,114.25,375.1,0,60,0,95472,38.398815,-122.861923,31266,0,5466,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
3361,6,67,40.96,47,111.2,7530.8,0.0,0.0,2744.32,1,19,1,95476,38.25485,-122.461799,34314,0,6060,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
3362,5,70,43.81,17,80.6,5460.2,0.0,0.0,3066.7,0,37,0,95485,39.220368,-122.907693,2344,0,5880,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
3363,0,5,19.3,25,75.6,402.5,0.0,0.0,96.5,0,50,0,95490,39.492046,-123.375818,13472,0,3469,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
3364,6,24,0.0,27,57.6,1367.75,0.0,0.0,0.0,0,42,0,95492,38.527297,-122.810044,23701,0,5623,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
3365,7,72,4.32,18,110.6,7962.2,0.0,1433.0,311.04,1,55,0,95494,38.888351,-123.239647,335,0,5444,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3366,9,66,24.27,59,58.2,3810.8,0.0,0.0,1601.82,0,26,0,95497,38.696659,-123.436861,752,0,5313,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
3367,10,45,26.01,29,81.0,3533.6,0.0,1025.0,1170.45,0,41,0,95501,40.796621,-124.15428,23224,0,2934,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3368,5,69,38.39,0,19.7,1396.9,0.0,0.0,2648.91,0,47,3,95503,40.737431,-124.108897,23570,0,4131,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1
3369,0,28,38.97,3,59.55,1646.45,0.0,0.0,1091.16,0,57,0,95514,40.309088,-123.668201,199,0,3354,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3370,0,36,32.0,23,75.55,2680.15,0.0,0.0,1152.0,0,48,0,95521,40.839958,-124.003757,19596,0,3235,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3371,6,42,0.0,26,45.1,2049.05,0.0,53.28,0.0,1,32,0,95527,40.854512,-123.450097,485,0,3844,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0
3372,0,48,44.76,18,70.95,3629.2,0.0,0.0,2148.48,1,50,0,95528,40.497283,-123.93037,1072,0,2667,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3373,3,11,2.52,0,20.9,202.3,0.0,0.0,27.72,0,32,1,95537,40.726949,-124.217378,228,0,5359,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1
3374,0,7,13.86,0,19.95,147.5,0.0,0.0,97.02,1,47,0,95540,40.584991,-124.121504,12241,0,3331,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3375,0,3,26.33,0,24.6,86.35,0.0,0.0,78.99,0,27,0,95542,40.057784,-123.679461,2423,0,5756,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
3376,0,8,41.13,27,66.7,579.0,0.0,0.0,329.04,1,47,0,95543,41.867908,-123.794144,532,0,4490,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3377,1,32,43.37,76,94.8,3131.55,0.0,238.0,1387.84,1,42,3,95546,41.163637,-123.704841,3041,0,5288,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1
3378,4,60,43.57,30,65.85,3928.3,0.0,1178.0,2614.2,1,35,0,95547,40.557314,-124.081662,1201,0,4053,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
3379,9,10,49.6,0,19.95,187.75,0.0,0.0,496.0,0,21,0,95548,41.572813,-124.035011,1215,0,3831,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
3380,5,71,43.37,0,24.65,1710.15,0.0,0.0,3079.27,0,33,0,95549,40.664483,-123.865325,264,0,4015,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
3381,2,43,0.0,6,51.25,2151.6,0.0,0.0,0.0,0,61,0,95552,40.390301,-123.412327,265,0,5656,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
3382,6,23,38.93,4,54.25,1221.55,0.0,0.0,895.39,0,47,0,95554,40.267158,-123.805913,644,0,5140,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
3383,8,72,12.87,0,19.4,1496.45,0.0,0.0,926.64,0,28,0,95555,41.336354,-124.044354,494,0,5398,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0
3384,8,22,7.68,7,56.25,1292.2,0.0,9.05,168.96,1,56,0,95556,41.269521,-123.546958,574,0,3733,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0
3385,0,1,0.0,52,25.15,25.15,0.0,0.0,0.0,0,19,0,95558,40.274302,-124.210902,300,0,3513,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
3386,0,69,22.24,0,23.95,1713.1,0.0,0.0,1534.56,1,57,0,95559,40.184094,-123.745487,163,0,6059,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
3387,0,50,0.0,7,35.4,1748.9,0.0,0.0,0.0,1,45,0,95560,40.142256,-123.852927,1851,0,5052,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3388,6,15,30.09,71,75.35,1114.55,0.0,0.0,451.35,0,22,0,95564,40.809636,-124.189977,395,0,4891,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
3389,0,31,25.58,0,20.4,609.1,0.0,0.0,792.98,1,56,0,95565,40.440636,-124.098739,1125,0,5363,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
3390,2,10,0.0,8,56.05,560.5,0.0,0.0,0.0,0,64,0,95569,40.363446,-123.835041,400,0,4740,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
3391,0,8,23.46,0,20.0,141.6,0.0,0.0,187.68,0,55,0,95571,40.310119,-123.909449,270,0,3087,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
3392,5,64,26.64,71,73.05,4688.65,0.0,0.0,1704.96,1,20,0,95573,40.949012,-123.655847,1666,0,4515,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
3393,3,28,42.33,0,20.5,563.05,0.0,0.0,1185.24,0,27,0,95585,39.873371,-123.741474,321,0,5145,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
3394,5,57,3.72,11,100.75,5985.0,0.0,65.84,212.04,0,39,0,95587,39.955587,-123.681175,200,0,6354,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0
3395,0,19,19.1,0,19.95,373.5,0.0,0.0,362.9,1,58,0,95595,40.170357,-123.417298,259,0,2831,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3396,0,51,0.0,42,49.65,2553.35,0.0,0.0,0.0,0,21,0,95602,38.99003,-121.114408,18197,0,5528,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
3397,5,67,22.83,22,65.65,4322.85,0.0,0.0,1529.61,0,51,0,95603,38.912881,-121.082766,24944,0,5441,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
3398,3,11,16.67,0,20.45,250.8,0.0,0.0,183.37,1,43,2,95605,38.592745,-121.540036,12756,0,2606,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1
3399,8,72,0.0,15,60.95,4549.05,0.0,682.0,0.0,1,38,0,95606,38.809804,-122.241383,382,0,4147,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
3400,9,66,45.03,0,20.35,1359.5,0.0,0.0,2971.98,1,59,0,95607,38.681651,-122.130569,262,0,4845,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
3401,0,9,46.94,0,19.5,178.85,0.0,0.0,422.46,0,43,0,95610,38.69508,-121.271616,43718,0,4283,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3402,0,9,9.27,28,75.2,633.85,0.0,0.0,83.43,0,59,0,95612,38.384648,-121.578701,1417,0,5841,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3403,9,48,22.36,59,111.45,5315.1,0.0,0.0,1073.28,1,28,0,95614,38.880622,-120.973865,3674,0,2319,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
3404,0,10,4.29,85,70.15,735.5,0.0,625.0,42.9,1,23,0,95615,38.311609,-121.554034,699,0,3963,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
3405,8,72,43.29,16,92.0,6474.4,0.0,0.0,3116.88,0,47,0,95621,38.69549,-121.307864,41636,0,6434,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
3406,10,51,33.93,13,85.5,4421.95,0.0,575.0,1730.43,0,63,0,95623,38.63153,-120.842609,4097,0,6261,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
3407,0,54,30.66,18,84.4,4484.05,0.0,80.71,1655.64,1,41,0,95627,38.834469,-122.127193,2756,0,4154,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
3408,0,33,15.69,24,60.9,2033.85,0.0,0.0,517.77,0,38,0,95628,38.652065,-121.25441,40750,0,3009,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3409,0,27,35.77,0,20.25,538.2,0.0,0.0,965.79,0,62,0,95629,38.513484,-120.704613,850,0,5250,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
3410,0,23,48.21,23,95.3,2192.9,0.0,0.0,1108.83,1,53,0,95631,39.031876,-120.811141,5714,0,5029,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3411,0,1,29.1,0,19.85,19.85,0.0,0.0,29.1,1,63,2,95632,38.274451,-121.259201,24194,0,4840,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
3412,3,45,30.8,3,84.35,3858.05,0.0,0.0,1386.0,1,63,0,95633,38.852544,-120.837669,2536,0,3403,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
3413,3,39,32.57,0,19.85,854.8,0.0,0.0,1270.23,0,35,1,95634,38.9386,-120.785514,2723,0,3032,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
3414,10,72,48.44,15,82.3,5815.15,0.0,872.0,3487.68,1,40,0,95636,38.636102,-120.522149,659,0,4162,2,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
3415,2,58,44.1,19,66.8,3970.4,0.0,0.0,2557.8,0,44,1,95637,38.830739,-122.196202,228,0,6433,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1
3416,0,70,0.0,11,44.6,3058.15,0.0,0.0,0.0,0,62,0,95638,38.313447,-121.123886,1745,0,4442,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
3417,4,61,41.57,21,98.45,6145.2,0.0,0.0,2535.77,1,41,1,95639,38.375325,-121.507935,213,0,4000,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
3418,0,2,2.72,14,70.7,129.2,0.0,0.0,5.44,1,37,0,95640,38.33788,-120.954202,9752,0,2388,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
3419,0,46,4.6,0,24.95,1165.9,0.0,0.0,211.6,0,39,0,95641,38.154823,-121.601358,2010,0,3979,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
3420,0,48,19.04,21,102.5,4904.25,0.0,0.0,913.92,0,43,0,95646,38.631489,-120.015167,129,0,3262,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3421,0,64,14.39,7,86.55,5632.55,0.0,394.0,920.96,1,35,0,95648,38.922812,-121.312005,15286,0,4934,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
